Category,Date,Total Export Value,China Export Value,Total Import Value,China Import Value,Exports of goods and services: Percentage changes ;.1,Imports of goods and services: Percentage changes ;.1,GROSS DOMESTIC PRODUCT: Percentage changes ;.1,Percentage Change from Corresponding Quarter of Previous Year ;  All groups CPI ;  Australia ;
813 Lighting fixtures & fittings,2020-09,10249.326,301.02,135802.92,114343.73,-4,5.9,3.4,0.7
"821 Furniture, mattresses & cushions",2020-09,8760.008000000002,1492.74,475421.08,342539.51,-4,5.9,3.4,0.7
"831 Travel goods, bags & like containers",2020-09,9482.035000000005,171.733,124326.44299999998,64562.97,-4,5.9,3.4,0.7
841 Men's clothing (excl knitted),2020-09,3251.8659999999995,11.45,114068.43100000001,67041.46,-4,5.9,3.4,0.7
842 Women's clothing (excl knitted),2020-09,6924.468000000001,73.622,186394.54499999995,124720.84,-4,5.9,3.4,0.7
"843 Men's clothing, knitted",2020-09,2115.765,33.958,48239.906,30732.84,-4,5.9,3.4,0.7
"844 Women's clothing, knitted",2020-09,1903.9150000000002,84.229,87190.902,61262.17,-4,5.9,3.4,0.7
845 Other textile clothing,2020-09,9972.012,144.43,341297.31700000004,247357.42,-4,5.9,3.4,0.7
846 Textile clothing accessories,2020-09,1510.673,49.496,32831.887,22963.7,-4,5.9,3.4,0.7
"848 Clothing accessories, nes",2020-09,4205.460999999999,35.449,98322.23400000003,60302.91,-4,5.9,3.4,0.7
851 Footwear,2020-09,11231.794000000002,2161.08,182472.47199999995,98350.33,-4,5.9,3.4,0.7
871 Optical instruments,2020-09,5793.343,534.143,24989.156999999996,4402.53,-4,5.9,3.4,0.7
872 Medical instruments (incl veterinary),2020-09,105183.299,2815.91,324889.202,56894,-4,5.9,3.4,0.7
873 Meters & counters,2020-09,1600.9959999999996,,17153.35,5018.65,-4,5.9,3.4,0.7
874 Measuring & analysing instruments,2020-09,158002.83,9022.22,270782.90799999994,37044.37,-4,5.9,3.4,0.7
881 Photographic equipment,2020-09,2434.6639999999998,16.948,4651.211000000001,2184.03,-4,5.9,3.4,0.7
882 Photo & cinematographic supplies,2020-09,1447.9489999999998,113.52,8504.137,983.271,-4,5.9,3.4,0.7
"883 Cinematographic film, developed",2020-09,15,,56.076,11.13,-4,5.9,3.4,0.7
"884 Optical goods, nes",2020-09,16355.987999999998,885.047,92016.97199999998,47288.64,-4,5.9,3.4,0.7
885 Watches & clocks,2020-09,18326.226,51.58,63325.388000000035,11491.24,-4,5.9,3.4,0.7
891 Arms & ammunition,2020-09,16845.137000000002,,72068.49599999998,709.898,-4,5.9,3.4,0.7
892 Printed matter,2020-09,20576.105999999992,560.505,91078.78400000001,35818.87,-4,5.9,3.4,0.7
"893 Plastic articles, nes",2020-09,25565.755999999998,2400.51,348347.70899999986,206991.75,-4,5.9,3.4,0.7
"894 Prams, toys, games & sporting goods",2020-09,30397.307000000008,862.753,425743.60099999997,332785.34,-4,5.9,3.4,0.7
"895 Office & stationery supplies, nes",2020-09,1569.18,3.624,20042.397,10734.26,-4,5.9,3.4,0.7
896 Artwork & antiques,2020-09,5056.935999999999,100.977,19859.78,363.619,-4,5.9,3.4,0.7
897 Jewellery,2020-09,37181.88800000001,2883.64,177016.95,22072.71,-4,5.9,3.4,0.7
898 Musical instruments & parts,2020-09,10645.465000000002,260.281,82112.576,15815.19,-4,5.9,3.4,0.7
"899 Misc manufactured articles, nes",2020-09,32125.352000000006,477.56,262820.3510000001,61637.01,-4,5.9,3.4,0.7
931 Special transactions & commodities,2020-09,90321.48399999998,3622.5,655.1,,-4,5.9,3.4,0.7
951 Gold coin & legal tender coin,2020-09,217840.43300000002,,7821.6669999999995,227.03,-4,5.9,3.4,0.7
961 Coin (excl gold coin) not legal tender,2020-09,628.126,,2224.46,23.265,-4,5.9,3.4,0.7
971 Gold,2020-09,2150818.6479999996,,706892.4440000001,31.051,-4,5.9,3.4,0.7
988 Confidential items of trade,2020-09,608761.4160000002,902940.07,202780.62599999996,53172.15,-4,5.9,3.4,0.7
Grand Total,2020-09,28282800.184999987,11566633.43199999,23657105.999,6898988.34,-4,5.9,3.4,0.7
001 Live animals (excl seafood),2020-12,176174.89399999997,43024,15276.397,,3.8,4.9,3.1,0.9
"011 Beef, f.c.f.",2020-12,788103.791,153514.22,5475.3730000000005,,3.8,4.9,3.1,0.9
"012 Meat (excl beef), f.c.f.",2020-12,445331.1589999999,106449.28,54747.95599999999,,3.8,4.9,3.1,0.9
"016 Meat, salted or dried",2020-12,44.254,,6248.581,,3.8,4.9,3.1,0.9
"017 Meat, prepared or preserved",2020-12,13848.519000000002,,11883.403999999999,353.891,3.8,4.9,3.1,0.9
"022 Milk, cream, whey & yoghurt",2020-12,136997.36800000002,59722.56,45771.717000000004,376.023,3.8,4.9,3.1,0.9
023 Butter,2020-12,9028.023000000003,964.343,24798.727000000006,,3.8,4.9,3.1,0.9
024 Cheese & curd,2020-12,87779.46599999999,8796.61,66814.6,,3.8,4.9,3.1,0.9
025 Birds' eggs,2020-12,510.06300000000005,,1228.5970000000002,357.326,3.8,4.9,3.1,0.9
"034 Fish, f.c.f.",2020-12,37892.233,10567.91,53897.54899999999,4954.89,3.8,4.9,3.1,0.9
"035 Fish, salted or dried",2020-12,147.93699999999998,,11953.238,112.217,3.8,4.9,3.1,0.9
"036 Crustaceans, f.c.f.",2020-12,43635.340000000004,9350.57,51549.21600000001,12400.83,3.8,4.9,3.1,0.9
"037 Seafood, prepared or preserved",2020-12,5401.217,116.432,77485.575,10991.61,3.8,4.9,3.1,0.9
041 Wheat,2020-12,806592.988,258624.72,49.116,,3.8,4.9,3.1,0.9
042 Rice,2020-12,3609.642,,26995.898999999998,607.518,3.8,4.9,3.1,0.9
043 Barley,2020-12,261589.57099999997,,27.139000000000003,17.364,3.8,4.9,3.1,0.9
044 Maize,2020-12,5097.142999999999,32.909,325.457,,3.8,4.9,3.1,0.9
045 Other cereals,2020-12,17564.581000000002,13096.6,1070.3760000000002,243.894,3.8,4.9,3.1,0.9
046 Wheat flour,2020-12,1413.1390000000001,365.987,2662.5629999999996,22.227,3.8,4.9,3.1,0.9
047 Other cereal flours,2020-12,1682.7019999999998,,2885.088,94.349,3.8,4.9,3.1,0.9
048 Cereal preparations,2020-12,72164.87,6624.7,127076.20800000003,6761.72,3.8,4.9,3.1,0.9
"054 Vegetables, f.c.f.",2020-12,206300.48600000003,2089.13,28105.82,5952.3,3.8,4.9,3.1,0.9
"056 Vegetables, prepared or preserved",2020-12,7735.284999999999,141.293,81432.98499999997,10737.62,3.8,4.9,3.1,0.9
057 Fruit & nuts,2020-12,127951.98400000004,39654.42,130917.01999999997,5441.24,3.8,4.9,3.1,0.9
"058 Fruit, prepared or preserved",2020-12,3933.3529999999996,162.972,66153.27299999997,8059.99,3.8,4.9,3.1,0.9
059 Fruit juices,2020-12,4743.103,584.528,22674.806999999997,4198.75,3.8,4.9,3.1,0.9
"061 Sugars, molasses & honey",2020-12,28406.266999999996,3084.57,22412.589000000004,2896.1,3.8,4.9,3.1,0.9
062 Sugar confectionery,2020-12,9015.405,1576.38,23990.219,7812.29,3.8,4.9,3.1,0.9
071 Coffee & substitutes,2020-12,5072.643999999998,81.228,77683.43699999999,187.415,3.8,4.9,3.1,0.9
072 Cocoa,2020-12,64.33500000000001,,26080.494000000002,17.59,3.8,4.9,3.1,0.9
073 Chocolate & preparations of cocoa,2020-12,35322.117000000006,904.979,55069.093000000015,2673.63,3.8,4.9,3.1,0.9
074 Tea & mate,2020-12,1416.846,,20835.647999999994,996.226,3.8,4.9,3.1,0.9
075 Spices,2020-12,1332.548,10.426,12971.302000000001,1457.24,3.8,4.9,3.1,0.9
081 Animal feed,2020-12,120953.80699999999,22126.66,91010.85399999999,3021.72,3.8,4.9,3.1,0.9
091 Margarine,2020-12,10180.749000000003,357.784,4130.751,9.897,3.8,4.9,3.1,0.9
"098 Edible products & preparations, nes",2020-12,152665.88600000003,68481.01,281832.5689999999,20017.69,3.8,4.9,3.1,0.9
"111 Non-alcoholic beverages, nes",2020-12,10525.894999999999,1280.97,52918.40399999999,942.627,3.8,4.9,3.1,0.9
112 Alcoholic beverages,2020-12,231374.86800000005,5021.45,237267.87600000002,581.29,3.8,4.9,3.1,0.9
"121 Tobacco, unmanufactured",2020-12,,,4.31,,3.8,4.9,3.1,0.9
"122 Tobacco, manufactured",2020-12,1541.5440000000006,2.324,24358.210000000003,2.989,3.8,4.9,3.1,0.9
"211 Hides & skins, raw (excl furskins)",2020-12,34668.522000000004,31901.38,159.74200000000002,42.444,3.8,4.9,3.1,0.9
"212 Furskins, raw",2020-12,9.368,,388.36199999999997,,3.8,4.9,3.1,0.9
"222 Oil-seeds & oleaginous fruits, soft",2020-12,176228.565,,10504.652000000002,619.025,3.8,4.9,3.1,0.9
"223 Oil-seeds & oleaginous fruits, hard",2020-12,626.735,,2905.8450000000007,1457.49,3.8,4.9,3.1,0.9
231 Natural rubber,2020-12,168.03,,725.868,,3.8,4.9,3.1,0.9
232 Synthetic rubber,2020-12,818.777,,7854.554,554.843,3.8,4.9,3.1,0.9
244 Cork,2020-12,4.476,,,,3.8,4.9,3.1,0.9
245 Fuel wood,2020-12,3095.849,,2102.54,68.422,3.8,4.9,3.1,0.9
246 Wood in chips or particles,2020-12,93149.66700000002,5710.37,985.6479999999999,14.329,3.8,4.9,3.1,0.9
"247 Wood, rough",2020-12,24834.967,11651.85,,,3.8,4.9,3.1,0.9
"248 Wood, simply worked",2020-12,4712.063999999999,555.434,68214.724,10587.91,3.8,4.9,3.1,0.9
251 Pulp & waste paper,2020-12,14894.12,40.4,16190.754,182.86,3.8,4.9,3.1,0.9
261 Silk,2020-12,0.041,,3.325,,3.8,4.9,3.1,0.9
263 Cotton,2020-12,31570.117,1671.81,31.077,,3.8,4.9,3.1,0.9
264 Jute,2020-12,,,6.015,1.059,3.8,4.9,3.1,0.9
265 Other vegetable textile fibres,2020-12,,,450.26599999999996,2.133,3.8,4.9,3.1,0.9
266 Synthetic fibres,2020-12,106.1,,4638.686,276.348,3.8,4.9,3.1,0.9
267 Other man-made fibres,2020-12,4.46,,157.621,,3.8,4.9,3.1,0.9
268 Wool & other animal hair (incl tops),2020-12,227446.419,195253.31,638.042,111.164,3.8,4.9,3.1,0.9
269 Worn clothing & rags,2020-12,7686.968000000001,,1350.0339999999999,104.195,3.8,4.9,3.1,0.9
272 Crude fertilisers,2020-12,985.7999999999998,,1203.464,189.077,3.8,4.9,3.1,0.9
"273 Stone, sand & gravel",2020-12,2566.092,198.065,3245.0080000000007,580.819,3.8,4.9,3.1,0.9
274 Sulphur & iron pyrites,2020-12,,,4650.775,17.05,3.8,4.9,3.1,0.9
277 Natural abrasives,2020-12,5993.195,,782.452,434.086,3.8,4.9,3.1,0.9
"278 Crude minerals, nes",2020-12,118240.072,113973.73,8914.372999999998,2411.04,3.8,4.9,3.1,0.9
280 Confidential mineral ores,2020-12,391405.82,,,,3.8,4.9,3.1,0.9
281 Iron ores & concentrates,2020-12,13274419.71,10267574.58,19303.051,1.105,3.8,4.9,3.1,0.9
282 Ferrous waste & scrap,2020-12,69956.40199999999,16.056,20547.16,,3.8,4.9,3.1,0.9
283 Copper ores & concentrates,2020-12,721886.38,48722.68,1499.4,,3.8,4.9,3.1,0.9
284 Nickel ores & concentrates,2020-12,63032.328,62933.41,116.62,,3.8,4.9,3.1,0.9
285 Aluminium ores & conc (incl alumina),2020-12,686571.8099999999,81574.22,655.596,320.524,3.8,4.9,3.1,0.9
287 Other ores & concentrates,2020-12,351644.425,190121.59,35107.85,283.971,3.8,4.9,3.1,0.9
288 Non-ferrous waste & scrap,2020-12,102682.17300000001,20443.73,1154.9620000000002,57.269,3.8,4.9,3.1,0.9
289 Precious metal ores & conc (excl gold),2020-12,212093.19800000003,29356.02,369.779,,3.8,4.9,3.1,0.9
"291 Crude animal matter, nes",2020-12,33003.386,10222.91,8014.260000000001,989.901,3.8,4.9,3.1,0.9
"292 Crude vegetable matter, nes",2020-12,13637.545000000004,1288.1,52486.808,7628.84,3.8,4.9,3.1,0.9
321 Coal,2020-12,3301834.3400000003,34201.76,141.179,85.542,3.8,4.9,3.1,0.9
"322 Briquettes, lignite & peat",2020-12,44.105000000000004,,1506.7839999999999,,3.8,4.9,3.1,0.9
325 Coke & semi-coke,2020-12,,,5377.695,5281.92,3.8,4.9,3.1,0.9
333 Crude petroleum,2020-12,517501.00100000005,,459803.51,,3.8,4.9,3.1,0.9
334 Refined petroleum,2020-12,193394.73500000007,19079.67,1072202.855,277507,3.8,4.9,3.1,0.9
"335 Residual petroleum products, nes",2020-12,92.86999999999999,,65022.59499999998,16690.38,3.8,4.9,3.1,0.9
342 Liquefied propane & butane,2020-12,177858.98,,2070.581,223.829,3.8,4.9,3.1,0.9
343 Natural gas,2020-12,2629649.86,,0,,3.8,4.9,3.1,0.9
344 Petroleum gases,2020-12,81.91900000000001,,465.74499999999995,103.565,3.8,4.9,3.1,0.9
"345 Coal gas, water gas & similar gases",2020-12,,,,,3.8,4.9,3.1,0.9
411 Animal oils & fats,2020-12,52783.105,7697.96,4979.085000000001,127.819,3.8,4.9,3.1,0.9
"421 Fixed vegetable oils & fats, soft",2020-12,29403.808,454.9,33665.774999999994,652.06,3.8,4.9,3.1,0.9
"422 Fixed vegetable oils & fats, hard",2020-12,474.5989999999999,70.303,19445.573,745.896,3.8,4.9,3.1,0.9
"431 Other animal or veg oils, fats & waxes",2020-12,1331.7980000000002,,4263.407999999999,637.601,3.8,4.9,3.1,0.9
511 Hydrocarbons & derivatives,2020-12,377.063,3.11,9374.793999999996,3212.51,3.8,4.9,3.1,0.9
"512 Alcohols, phenols & derivatives",2020-12,10513.351999999997,202.16,27828.172,4277.69,3.8,4.9,3.1,0.9
513 Carboxylic acids & derivatives,2020-12,1860.183,,30138.178999999993,11917.75,3.8,4.9,3.1,0.9
514 Nitrogen-function compounds,2020-12,6154.412999999999,101.365,57987.4,35160.62,3.8,4.9,3.1,0.9
515 Organo-inorganic compounds,2020-12,2000.8060000000003,940.402,96556.37,62912.26,3.8,4.9,3.1,0.9
516 Other organic chemicals,2020-12,1676.5300000000002,416.499,17072.971,3693.33,3.8,4.9,3.1,0.9
522 Inorganic chemical elements,2020-12,48617.16900000001,1961.78,26456.743,11087.24,3.8,4.9,3.1,0.9
523 Salts of inorganic acids & metals,2020-12,7937.818,100.514,46548.367,17830.03,3.8,4.9,3.1,0.9
524 Other inorganic chemicals,2020-12,622.8469999999999,,4798.147000000001,864.122,3.8,4.9,3.1,0.9
525 Radioactive materials,2020-12,899.098,42.934,4749.482,124.977,3.8,4.9,3.1,0.9
531 Synthetic organic colouring,2020-12,1781.5610000000001,80.477,5028.226000000001,1020.43,3.8,4.9,3.1,0.9
532 Dyeing & tanning extracts,2020-12,1128.7089999999998,,3552.0950000000003,344.984,3.8,4.9,3.1,0.9
"533 Pigments, paints & varnishes",2020-12,69923.785,8149.49,88370.93699999999,12574.8,3.8,4.9,3.1,0.9
541 Pharm products (excl medicaments),2020-12,142683.14599999998,31703.32,303166.7920000001,20590.4,3.8,4.9,3.1,0.9
542 Medicaments (incl veterinary),2020-12,164174.40600000002,42091.85,580920.443,8053.65,3.8,4.9,3.1,0.9
551 Essential oils & perfumes,2020-12,16986.87699999999,902.28,25478.541,1178.39,3.8,4.9,3.1,0.9
553 Perfumery & cosmetics (excl soap),2020-12,95093.37300000007,10798.35,204559.35100000002,17656.48,3.8,4.9,3.1,0.9
554 Soap & cleansers,2020-12,28308.58300000001,3113.32,87429.348,18931.61,3.8,4.9,3.1,0.9
562 Fertilisers (excl crude),2020-12,23725.717,243.283,164427.41999999998,75833.08,3.8,4.9,3.1,0.9
571 Primary ethylene polymers,2020-12,605.639,,39627.25500000001,566.557,3.8,4.9,3.1,0.9
572 Primary styrene polymers,2020-12,695.5100000000001,10.842,9222.752000000002,174.507,3.8,4.9,3.1,0.9
573 Primary vinyl chloride polymers,2020-12,312.416,,26682.497,426.417,3.8,4.9,3.1,0.9
574 Primary polyacetals,2020-12,4451.077,221.67,29939.920000000002,1903.22,3.8,4.9,3.1,0.9
575 Other primary plastics,2020-12,10896.851,974.027,75088.14100000002,14355.39,3.8,4.9,3.1,0.9
579 Primary plastic waste & scrap,2020-12,2876.8279999999995,7,300.697,25.332,3.8,4.9,3.1,0.9
"581 Plastic tubes, pipes & hoses",2020-12,11205.187,851.757,55696.850999999995,15942.53,3.8,4.9,3.1,0.9
"582 Plastic plates, sheets & film",2020-12,12427.910999999998,1072.57,138537.40999999997,34374.93,3.8,4.9,3.1,0.9
583 Plastic monofilament,2020-12,1416.626,264,11071.077000000001,7157.44,3.8,4.9,3.1,0.9
"591 Insecticides, herbicides, disinfectants",2020-12,18256.829,2985.42,119648.09099999999,72985.09,3.8,4.9,3.1,0.9
"592 Starches, inulin & wheat gluten",2020-12,66262.51400000001,5860.76,36776.911,9519.87,3.8,4.9,3.1,0.9
593 Explosives & pyrotechnics,2020-12,2093.113,313.559,15244.666,5841.04,3.8,4.9,3.1,0.9
597 Prepared additives for mineral oils,2020-12,9276.994,1756.19,33775.356,2088.32,3.8,4.9,3.1,0.9
"598 Miscellaneous chemical products, nes",2020-12,25904.971000000005,1221.79,121888.10799999993,13554.48,3.8,4.9,3.1,0.9
599 Residual chemical wastes,2020-12,57.428,,5.68,,3.8,4.9,3.1,0.9
611 Leather,2020-12,10541.462,3109.76,2971.659000000001,37.909,3.8,4.9,3.1,0.9
612 Leather manufactures,2020-12,1183.1359999999997,2.78,8129.983999999999,3378.99,3.8,4.9,3.1,0.9
"613 Furskins, tanned or dressed",2020-12,,,1319.404,837.673,3.8,4.9,3.1,0.9
621 Materials of rubber,2020-12,4866.944999999999,113.798,29116.84,5538.89,3.8,4.9,3.1,0.9
"625 Rubber tyres, treads & tubes",2020-12,4452.997000000001,42.572,252654.2749999999,62800.58,3.8,4.9,3.1,0.9
"629 Rubber articles, nes",2020-12,14251.459999999997,325.474,64284.786,20717.31,3.8,4.9,3.1,0.9
633 Cork manufactures,2020-12,28.235000000000003,,3253.051,285.578,3.8,4.9,3.1,0.9
"634 Veneers, plywood & particle board",2020-12,3777.6540000000005,958.634,57168.90799999999,28329.43,3.8,4.9,3.1,0.9
"635 Wood manufactures, nes",2020-12,3891.102,1253.83,70585.48800000003,35801.73,3.8,4.9,3.1,0.9
641 Paper & paperboard,2020-12,63046.301999999996,10305.73,99726.48499999999,19594.37,3.8,4.9,3.1,0.9
"642 Paper & paperboard, cut to size",2020-12,9455.649999999996,18.719,149835.107,89570,3.8,4.9,3.1,0.9
651 Textile yarn,2020-12,1084.72,0.251,21442.716,6631.46,3.8,4.9,3.1,0.9
"652 Cotton fabrics, woven",2020-12,1162.5030000000002,,6948.652,2907.07,3.8,4.9,3.1,0.9
"653 Man-made fabrics, woven",2020-12,3283.349999999999,138.282,15626.430999999999,5709.31,3.8,4.9,3.1,0.9
"654 Other textile fabrics, woven",2020-12,606.229,15.219,5360.522000000001,2004.59,3.8,4.9,3.1,0.9
655 Knitted or crocheted fabrics,2020-12,606.956,2.75,9923.659999999998,3992.16,3.8,4.9,3.1,0.9
"656 Tulles, lace & ribbons",2020-12,190.30300000000003,,3255.5870000000004,1811.9,3.8,4.9,3.1,0.9
657 Special yarns & fabrics,2020-12,8263.666,1571.53,57141.437,25384.12,3.8,4.9,3.1,0.9
"658 Made-up textile articles, nes",2020-12,6161.372999999998,69.367,244893.201,162332.65,3.8,4.9,3.1,0.9
659 Floor coverings,2020-12,3532.7090000000003,207.031,59194.16199999999,16613.39,3.8,4.9,3.1,0.9
"661 Lime, cement & construction materials",2020-12,3598.44,279.479,63657.477999999996,12919.21,3.8,4.9,3.1,0.9
662 Clay construction materials,2020-12,2666.923,7.513,45712.71000000001,22619.24,3.8,4.9,3.1,0.9
"663 Mineral manufactures, nes",2020-12,4682.0289999999995,,75486.312,32565.11,3.8,4.9,3.1,0.9
664 Glass,2020-12,2631.7530000000006,12.286,45526.766,27344.02,3.8,4.9,3.1,0.9
665 Glassware,2020-12,3513.6020000000003,495.695,52363.327000000005,29341.56,3.8,4.9,3.1,0.9
666 Pottery,2020-12,1449.3169999999998,,26151.043000000005,20891.65,3.8,4.9,3.1,0.9
667 Pearls & gems,2020-12,65283.41600000001,211.233,67504.67000000001,830.967,3.8,4.9,3.1,0.9
671 Pig-iron,2020-12,37.373,,8883.519999999999,945.084,3.8,4.9,3.1,0.9
672 Iron or steel ingots,2020-12,408.627,,180.549,46.776,3.8,4.9,3.1,0.9
673 Uncoated flat-rolled iron & steel,2020-12,30748.275,70.577,7494.631999999999,226.374,3.8,4.9,3.1,0.9
674 Coated flat-rolled iron & steel,2020-12,6775.473,,27417.053999999996,3221.21,3.8,4.9,3.1,0.9
675 Flat-rolled alloy steel,2020-12,2044.5069999999998,35.125,21496.738999999998,4284.42,3.8,4.9,3.1,0.9
676 Iron & steel bars & rods,2020-12,10224.078999999998,47.373,38890.245,7777.9,3.8,4.9,3.1,0.9
677 Rails of iron or steel,2020-12,4226.305,293.014,22961.567,201.06,3.8,4.9,3.1,0.9
678 Wire of iron or steel,2020-12,1952.2830000000001,21.903,17853.498999999996,5694.88,3.8,4.9,3.1,0.9
679 Tubes & pipes of iron or steel,2020-12,9632.103,273.518,90203.13900000001,27903.11,3.8,4.9,3.1,0.9
681 Silver & platinum,2020-12,17555.319000000003,,230167.55099999995,,3.8,4.9,3.1,0.9
682 Copper,2020-12,360781.539,196388.77,72627.28399999999,23575.67,3.8,4.9,3.1,0.9
683 Nickel,2020-12,5642.103,,2110.97,179.524,3.8,4.9,3.1,0.9
684 Aluminium,2020-12,356019.55100000004,2942.55,108796.465,44911.43,3.8,4.9,3.1,0.9
685 Lead,2020-12,28612.91,404.323,208.517,,3.8,4.9,3.1,0.9
686 Zinc,2020-12,131763.61000000002,44728.85,3361.7610000000004,,3.8,4.9,3.1,0.9
687 Tin,2020-12,0.268,,797.8689999999999,568.473,3.8,4.9,3.1,0.9
689 Other non-ferrous metals,2020-12,17244.192,16025.5,1274.8649999999998,636.125,3.8,4.9,3.1,0.9
"691 Iron, steel, aluminium structures",2020-12,12103.662,335.852,159408.43700000003,116724.46,3.8,4.9,3.1,0.9
692 Metal containers,2020-12,6040.679000000002,4.2,29200.861999999997,9721.39,3.8,4.9,3.1,0.9
693 Wire products,2020-12,3478.846,70.605,28432.172,11867.61,3.8,4.9,3.1,0.9
"694 Nails, screws, nuts, bolts & rivets",2020-12,13623.245999999997,1468.11,71533.335,34733.56,3.8,4.9,3.1,0.9
695 Hand or machine tools,2020-12,14709.204000000002,196.918,103563.13399999999,41125.13,3.8,4.9,3.1,0.9
696 Cutlery,2020-12,1574.408,,29169.759000000002,17823.76,3.8,4.9,3.1,0.9
"697 Household equip of base metal, nes",2020-12,2449.788000000001,0.648,132301.56,96370.15,3.8,4.9,3.1,0.9
"699 Manufactures of base metal, nes",2020-12,47681.67199999998,4638.11,280083.71200000006,157168.53,3.8,4.9,3.1,0.9
711 Steam boilers & parts,2020-12,131.336,,9085.521,7635.71,3.8,4.9,3.1,0.9
712 Steam & other vapour turbines,2020-12,132.977,,2051.034,32.34,3.8,4.9,3.1,0.9
713 Internal combustion piston engines,2020-12,40883.65999999999,351.858,127840.99499999997,8954.46,3.8,4.9,3.1,0.9
714 Non-electric engines & motors,2020-12,22040.461,280.573,98029.40900000003,536.666,3.8,4.9,3.1,0.9
716 Rotating electric plant & parts,2020-12,11308.691000000004,137.481,111588.90700000004,36331.5,3.8,4.9,3.1,0.9
718 Power generating machinery & parts,2020-12,6351.371999999999,111.354,55744.60500000001,22466.72,3.8,4.9,3.1,0.9
721 Agric machinery (excl tractors) & parts,2020-12,11373.736000000003,232.299,170202.538,29443.74,3.8,4.9,3.1,0.9
722 Tractors,2020-12,4134.022,,235764.98799999998,2132.69,3.8,4.9,3.1,0.9
723 Civil engineering equipment & parts,2020-12,50704.242,1998.38,452339.4589999999,62964.48,3.8,4.9,3.1,0.9
724 Textile & leather machinery & parts,2020-12,2213.7640000000006,54.614,17979.856000000003,5564.54,3.8,4.9,3.1,0.9
725 Paper & pulp mill machinery & parts,2020-12,2039.4279999999999,22.411,17139.002,5356.08,3.8,4.9,3.1,0.9
